CODE,Sales_Date,Customer_ID,ID_Producto,PVP,FORMA_PAGO_ID,MOTIVO_VENTA_ID,TIENDA_ID,code_
ID10121,08/08/2023,51254,PB100069,19246,1,1,103,BTIPO15FUEL 1M105CVC4
ID10123,16/12/2018,34924,PB100069,19246,1,1,300,BTIPO15FUEL 1M105CVC4
ID10125,11/08/2021,87766,PB100069,19246,1,1,101,BTIPO15FUEL 1M105CVC4
ID10127,18/12/2023,53315,PB100069,19246,2,1,300,BTIPO15FUEL 1M105CVC4
ID10129,18/08/2018,14560,PB100069,19246,1,1,201,BTIPO15FUEL 1M105CVC4
ID10130,26/11/2019,15177,PB100069,19246,1,1,201,BTIPO15FUEL 1M105CVC4
ID10132,05/05/2021,38183,PB100066,17247,1,1,101,BTIPO15FUEL 1M105CVC23
ID10134,05/01/2023,11504,PB100066,17247,1,2,100,BTIPO15FUEL 1M105CVC23
ID10136,16/01/2020,62123,PB100066,17247,1,1,202,BTIPO15FUEL 1M105CVC23
ID10138,20/12/2022,61037,PB100066,17247,1,1,202,BTIPO15FUEL 1M105CVC23
ID1014,25/03/2019,99512,PA100018,17524,1,1,202,ATIPO15FUEL 1A90CVC11
ID10141,22/08/2018,95218,PB100069,19245,1,1,101,BTIPO15FUEL 1M105CVC4
ID10143,01/04/2023,89474,PB100069,18579,1,1,101,BTIPO15FUEL 1M105CVC4
ID10145,12/04/2019,31113,PB100066,17247,1,1,600,BTIPO15FUEL 1M105CVC23
ID10147,08/03/2021,30956,PB100066,17247,1,1,400,BTIPO15FUEL 1M105CVC23
ID10149,26/09/2023,58253,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10150,28/07/2022,64624,PB100069,18579,4,1,600,BTIPO15FUEL 1M105CVC4
ID10152,28/07/2023,27500,PB100066,17247,1,1,200,BTIPO15FUEL 1M105CVC23
ID10154,08/12/2018,98267,PB100066,17247,1,1,101,BTIPO15FUEL 1M105CVC23
ID10156,10/05/2022,28688,PB100066,17247,1,1,400,BTIPO15FUEL 1M105CVC23
ID10158,18/04/2019,39613,PB100069,18579,1,1,202,BTIPO15FUEL 1M105CVC4
ID1016,08/04/2019,88908,PA100018,17524,1,1,101,ATIPO15FUEL 1A90CVC11
ID10161,14/10/2022,43944,PB100069,18579,1,1,600,BTIPO15FUEL 1M105CVC4
ID10163,24/05/2023,23974,PB100066,17247,4,1,600,BTIPO15FUEL 1M105CVC23
ID10165,16/05/2023,86451,PB100069,18579,1,1,103,BTIPO15FUEL 1M105CVC4
ID10167,03/09/2021,37952,PB100066,17247,1,1,100,BTIPO15FUEL 1M105CVC23
ID10169,03/01/2023,49831,PB100069,19246,1,1,300,BTIPO15FUEL 1M105CVC4
ID10170,23/02/2022,46099,PB100066,17247,1,1,200,BTIPO15FUEL 1M105CVC23
ID10172,04/12/2023,5391,PB100069,18579,1,2,101,BTIPO15FUEL 1M105CVC4
ID10174,21/10/2021,31758,PB100069,19246,1,2,103,BTIPO15FUEL 1M105CVC4
ID10176,12/06/2018,90638,PB100066,17247,3,1,101,BTIPO15FUEL 1M105CVC23
ID10178,21/10/2023,39593,PB100069,18579,1,1,103,BTIPO15FUEL 1M105CVC4
ID1018,10/10/2018,83346,PA100019,16621,3,1,600,ATIPO15FUEL 1A90CVC44
ID10181,08/06/2022,74054,PB100069,18579,1,1,300,BTIPO15FUEL 1M105CVC4
ID10183,20/04/2021,52245,PB100069,19246,4,1,202,BTIPO15FUEL 1M105CVC4
ID10185,21/05/2021,75817,PB100066,17247,1,1,100,BTIPO15FUEL 1M105CVC23
ID10187,10/07/2021,6635,PB100069,18579,4,1,100,BTIPO15FUEL 1M105CVC4
ID10189,09/12/2022,6603,PB100066,17247,1,1,201,BTIPO15FUEL 1M105CVC23
ID10190,21/09/2022,96402,PB100066,17247,1,1,100,BTIPO15FUEL 1M105CVC23
ID10192,14/12/2021,55650,PB100069,18579,1,2,700,BTIPO15FUEL 1M105CVC4
ID10194,23/10/2020,22110,PB100069,18579,1,1,600,BTIPO15FUEL 1M105CVC4
ID10196,23/09/2023,18455,PB100069,18579,1,2,102,BTIPO15FUEL 1M105CVC4
ID10198,08/07/2021,33000,PB100069,18579,1,1,202,BTIPO15FUEL 1M105CVC4
ID102,13/12/2018,22644,PA100039,15195,3,2,400,ATIPO15FUEL 1M90CVC44
ID10200,05/01/2023,19009,PB100069,19246,1,2,400,BTIPO15FUEL 1M105CVC4
ID10202,19/07/2023,45122,PB100069,18579,4,1,600,BTIPO15FUEL 1M105CVC4
ID10204,01/07/2019,49023,PB100069,18579,1,1,103,BTIPO15FUEL 1M105CVC4
ID10206,26/04/2021,5438,PB100069,19246,3,1,400,BTIPO15FUEL 1M105CVC4
ID10208,01/11/2019,69177,PB100066,17247,4,1,202,BTIPO15FUEL 1M105CVC23
ID1021,01/02/2022,83671,PA100018,17143,2,2,300,ATIPO15FUEL 1A90CVC11
ID10211,25/04/2022,54260,PB100066,17247,1,1,400,BTIPO15FUEL 1M105CVC23
ID10213,16/03/2022,19390,PB100069,18579,1,1,103,BTIPO15FUEL 1M105CVC4
ID10215,17/05/2022,36292,PB100069,18579,4,1,100,BTIPO15FUEL 1M105CVC4
ID10217,21/02/2023,37819,PB100069,18579,1,2,102,BTIPO15FUEL 1M105CVC4
ID10219,09/12/2021,13107,PB100069,19246,4,1,200,BTIPO15FUEL 1M105CVC4
ID10220,23/06/2018,85171,PB100069,19246,4,1,202,BTIPO15FUEL 1M105CVC4
ID10222,18/07/2022,77710,PB100066,17247,4,1,500,BTIPO15FUEL 1M105CVC23
ID10224,14/10/2019,77980,PB100066,17247,1,1,101,BTIPO15FUEL 1M105CVC23
ID10226,15/09/2021,92109,PB100066,17247,4,1,102,BTIPO15FUEL 1M105CVC23
ID10228,15/07/2020,885,PB100066,17247,1,1,103,BTIPO15FUEL 1M105CVC23
ID1023,29/04/2023,7910,PA100018,17524,3,1,101,ATIPO15FUEL 1A90CVC11
ID10231,04/05/2023,36752,PB100069,19246,1,2,101,BTIPO15FUEL 1M105CVC4
ID10233,24/05/2019,15812,PB100069,19246,1,1,102,BTIPO15FUEL 1M105CVC4
ID10235,18/05/2023,65426,PB100069,19246,1,1,101,BTIPO15FUEL 1M105CVC4
ID10237,14/10/2019,66755,PB100069,18579,1,1,500,BTIPO15FUEL 1M105CVC4
ID10239,15/08/2021,92104,PB100069,18579,4,1,102,BTIPO15FUEL 1M105CVC4
ID10240,21/11/2021,71828,PB100069,18579,4,1,103,BTIPO15FUEL 1M105CVC4
ID10242,27/03/2022,46195,PB100066,17247,1,1,500,BTIPO15FUEL 1M105CVC23
ID10244,21/02/2023,8616,PB100066,17247,1,1,102,BTIPO15FUEL 1M105CVC23
ID10246,18/06/2021,47489,PB100066,17247,1,1,102,BTIPO15FUEL 1M105CVC23
ID10248,01/07/2020,10545,PB100066,17247,1,1,100,BTIPO15FUEL 1M105CVC23
ID1025,01/03/2019,8468,PA100018,17524,4,1,400,ATIPO15FUEL 1A90CVC11
ID10251,23/08/2023,23408,PB100069,18579,4,1,103,BTIPO15FUEL 1M105CVC4
ID10253,02/05/2021,30860,PB100069,18579,1,1,101,BTIPO15FUEL 1M105CVC4
ID10255,11/11/2023,47494,PB100069,19246,3,1,700,BTIPO15FUEL 1M105CVC4
ID10257,06/05/2018,77805,PB100069,19246,1,1,101,BTIPO15FUEL 1M105CVC4
ID10259,03/11/2022,57869,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10260,04/04/2023,6263,PB100069,18579,1,1,500,BTIPO15FUEL 1M105CVC4
ID10262,11/08/2021,65184,PB100066,17247,4,1,500,BTIPO15FUEL 1M105CVC23
ID10264,24/03/2023,2634,PB100066,17247,1,1,201,BTIPO15FUEL 1M105CVC23
ID10266,16/06/2021,64210,PB100069,18579,1,1,200,BTIPO15FUEL 1M105CVC4
ID10268,11/11/2022,32495,PB100066,17247,1,1,201,BTIPO15FUEL 1M105CVC23
ID1027,16/05/2023,7848,PA100018,17524,1,2,102,ATIPO15FUEL 1A90CVC11
ID10271,02/07/2021,10787,PB100069,19246,1,1,200,BTIPO15FUEL 1M105CVC4
ID10273,30/08/2018,33749,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10275,07/04/2021,34538,PB100069,18579,1,1,200,BTIPO15FUEL 1M105CVC4
ID10277,20/12/2022,37300,PB100069,18579,3,1,300,BTIPO15FUEL 1M105CVC4
ID10279,04/05/2019,22885,PB100069,19246,4,1,700,BTIPO15FUEL 1M105CVC4
ID10280,03/01/2019,69469,PB100069,19246,1,1,101,BTIPO15FUEL 1M105CVC4
ID10282,29/09/2020,85254,PB100066,17247,1,1,100,BTIPO15FUEL 1M105CVC23
ID10284,11/06/2021,37126,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10286,09/09/2021,85931,PB100069,18579,1,2,103,BTIPO15FUEL 1M105CVC4
ID10288,09/12/2023,88511,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID1029,28/03/2023,18469,PA100018,17524,1,2,103,ATIPO15FUEL 1A90CVC11
ID10291,23/12/2020,32449,PB100069,18579,4,1,200,BTIPO15FUEL 1M105CVC4
ID10293,05/09/2023,55630,PB100066,17247,1,1,700,BTIPO15FUEL 1M105CVC23
ID10295,11/12/2022,17480,PB100069,18579,3,1,103,BTIPO15FUEL 1M105CVC4
ID10297,04/08/2023,10262,PB100069,18579,4,2,101,BTIPO15FUEL 1M105CVC4
ID10299,01/02/2023,81151,PB100069,19246,4,1,103,BTIPO15FUEL 1M105CVC4
ID1030,25/01/2020,9552,PA100018,17143,1,2,202,ATIPO15FUEL 1A90CVC11
ID10301,17/07/2023,34514,PB100069,19246,1,1,100,BTIPO15FUEL 1M105CVC4
ID10303,23/01/2018,93718,PB100069,19246,1,1,202,BTIPO15FUEL 1M105CVC4
ID10305,13/08/2019,22410,PB100066,16199,1,1,100,BTIPO15FUEL 1M105CVC23
ID10307,11/12/2023,5121,PB100066,17247,1,1,201,BTIPO15FUEL 1M105CVC23
ID10309,23/08/2020,46387,PB100069,18579,4,1,103,BTIPO15FUEL 1M105CVC4
ID10310,18/08/2020,71844,PB100069,19246,1,1,202,BTIPO15FUEL 1M105CVC4
ID10312,17/04/2018,2481,PB100069,19246,4,1,101,BTIPO15FUEL 1M105CVC4
ID10314,09/08/2018,85084,PB100066,17247,4,1,102,BTIPO15FUEL 1M105CVC23
ID10316,23/04/2019,19636,PB100069,18579,4,1,101,BTIPO15FUEL 1M105CVC4
ID10318,07/04/2019,4601,PB100069,18579,1,1,202,BTIPO15FUEL 1M105CVC4
ID1032,02/08/2019,68812,PA100018,17143,3,1,101,ATIPO15FUEL 1A90CVC11
ID10321,26/04/2022,27010,PB100069,19246,4,1,102,BTIPO15FUEL 1M105CVC4
ID10323,25/06/2023,63005,PB100069,18579,1,1,201,BTIPO15FUEL 1M105CVC4
ID10325,13/01/2021,83009,PB100066,17247,1,1,102,BTIPO15FUEL 1M105CVC23
ID10327,11/09/2019,62864,PB100069,18579,3,2,400,BTIPO15FUEL 1M105CVC4
ID10329,16/06/2022,74746,PB100069,18579,1,1,700,BTIPO15FUEL 1M105CVC4
ID10330,01/09/2021,9074,PB100069,19246,1,1,102,BTIPO15FUEL 1M105CVC4
ID10332,24/01/2021,78254,PB100069,18579,4,1,201,BTIPO15FUEL 1M105CVC4
ID10334,31/07/2022,49630,PB100069,19246,1,2,100,BTIPO15FUEL 1M105CVC4
ID10336,20/07/2019,77565,PB100066,17247,1,2,103,BTIPO15FUEL 1M105CVC23
ID10338,06/07/2021,63825,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID1034,14/12/2023,30887,PA100019,16240,1,1,202,ATIPO15FUEL 1A90CVC44
ID10341,01/09/2022,51625,PB100069,18579,1,1,202,BTIPO15FUEL 1M105CVC4
ID10343,19/09/2020,6671,PB100069,18579,1,1,100,BTIPO15FUEL 1M105CVC4
ID10345,05/01/2022,5899,PB100069,19246,4,1,100,BTIPO15FUEL 1M105CVC4
ID10347,22/02/2021,88434,PB100069,18579,1,1,202,BTIPO15FUEL 1M105CVC4
ID10349,01/12/2022,84760,PB100069,18579,4,1,200,BTIPO15FUEL 1M105CVC4
ID10350,23/10/2019,38052,PB100069,19246,4,1,101,BTIPO15FUEL 1M105CVC4
ID10352,07/12/2019,66803,PB100069,19246,4,1,103,BTIPO15FUEL 1M105CVC4
ID10354,14/09/2021,92849,PB100069,18579,1,1,103,BTIPO15FUEL 1M105CVC4
ID10356,22/09/2023,54678,PB100066,16199,1,1,201,BTIPO15FUEL 1M105CVC23
ID10358,13/11/2023,44069,PB100066,17247,1,1,101,BTIPO15FUEL 1M105CVC23
ID1036,16/06/2023,37991,PA100019,16240,1,1,202,ATIPO15FUEL 1A90CVC44
ID10361,19/05/2022,15077,PB100069,18579,4,1,200,BTIPO15FUEL 1M105CVC4
ID10363,25/07/2018,3541,PB100069,18579,1,1,600,BTIPO15FUEL 1M105CVC4
ID10365,16/09/2019,34328,PB100069,18579,1,1,101,BTIPO15FUEL 1M105CVC4
ID10367,04/03/2019,1260,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10369,29/05/2020,26769,PB100069,18579,1,1,600,BTIPO15FUEL 1M105CVC4
ID10370,25/11/2019,54160,PB100066,17247,1,2,102,BTIPO15FUEL 1M105CVC23
ID10372,13/05/2022,38152,PB100069,18579,1,2,103,BTIPO15FUEL 1M105CVC4
ID10374,07/05/2022,2048,PB100069,18579,4,2,102,BTIPO15FUEL 1M105CVC4
ID10376,12/09/2019,42329,PB100069,19246,1,1,202,BTIPO15FUEL 1M105CVC4
ID10378,05/02/2018,74274,PB100069,19246,1,1,102,BTIPO15FUEL 1M105CVC4
ID1038,11/09/2023,20910,PA100019,16621,4,2,103,ATIPO15FUEL 1A90CVC44
ID10381,10/06/2022,36929,PB100066,17247,1,2,102,BTIPO15FUEL 1M105CVC23
ID10383,14/10/2023,98379,PB100069,18579,4,1,103,BTIPO15FUEL 1M105CVC4
ID10385,12/05/2023,95998,PB100069,18579,1,1,202,BTIPO15FUEL 1M105CVC4
ID10387,14/12/2018,49339,PB100069,19246,1,2,700,BTIPO15FUEL 1M105CVC4
ID10389,09/11/2022,79583,PB100069,19246,1,1,200,BTIPO15FUEL 1M105CVC4
ID10390,01/06/2022,44025,PB100066,17247,1,2,201,BTIPO15FUEL 1M105CVC23
ID10392,25/11/2018,4003,PB100069,18579,1,1,500,BTIPO15FUEL 1M105CVC4
ID10394,17/01/2021,46157,PB100069,18579,1,1,400,BTIPO15FUEL 1M105CVC4
ID10396,28/12/2023,48246,PB100069,18579,1,1,500,BTIPO15FUEL 1M105CVC4
ID10398,24/10/2022,46608,PB100069,18579,1,1,200,BTIPO15FUEL 1M105CVC4
ID104,02/05/2022,28682,PA100038,14339,4,1,500,ATIPO15FUEL 1M90CVC43
ID10400,20/05/2019,84212,PB100069,18579,1,1,101,BTIPO15FUEL 1M105CVC4
ID10402,25/12/2023,50445,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10404,13/07/2022,36145,PB100069,18579,1,1,101,BTIPO15FUEL 1M105CVC4
ID10406,29/06/2023,66979,PB100069,18579,4,1,200,BTIPO15FUEL 1M105CVC4
ID10408,19/05/2019,5395,PB100069,19246,1,1,102,BTIPO15FUEL 1M105CVC4
ID1041,18/07/2020,47821,PA100019,16621,3,1,500,ATIPO15FUEL 1A90CVC44
ID10411,24/03/2021,92595,PB100066,17247,4,1,103,BTIPO15FUEL 1M105CVC23
ID10413,22/08/2022,74442,PB100069,19246,1,1,300,BTIPO15FUEL 1M105CVC4
ID10415,14/09/2023,51980,PB100069,18579,1,1,500,BTIPO15FUEL 1M105CVC4
ID10417,10/06/2018,98989,PB100069,18579,1,1,200,BTIPO15FUEL 1M105CVC4
ID10419,23/11/2018,34298,PB100066,16199,1,1,202,BTIPO15FUEL 1M105CVC23
ID10420,24/06/2021,8064,PB100069,18579,4,1,102,BTIPO15FUEL 1M105CVC4
ID10422,07/10/2019,77393,PB100066,16200,2,1,700,BTIPO15FUEL 1M105CVC23
ID10424,13/05/2020,53285,PB100066,17247,1,1,200,BTIPO15FUEL 1M105CVC23
ID10426,24/07/2023,76023,PB100066,17247,1,1,300,BTIPO15FUEL 1M105CVC23
ID10428,03/05/2023,31337,PB100066,17247,4,1,100,BTIPO15FUEL 1M105CVC23
ID1043,03/12/2021,1452,PA100018,17524,3,1,100,ATIPO15FUEL 1A90CVC11
ID10431,03/03/2021,74550,PB100066,17247,1,1,102,BTIPO15FUEL 1M105CVC23
ID10433,30/12/2023,33114,PB100069,18579,1,1,600,BTIPO15FUEL 1M105CVC4
ID10435,14/01/2021,42682,PB100069,18579,1,1,100,BTIPO15FUEL 1M105CVC4
ID10437,10/04/2019,12303,PB100069,19246,1,1,201,BTIPO15FUEL 1M105CVC4
ID10439,26/05/2019,7768,PB100069,19246,1,1,201,BTIPO15FUEL 1M105CVC4
ID10440,11/12/2022,62729,PB100069,19246,1,1,202,BTIPO15FUEL 1M105CVC4
ID10442,27/12/2018,80785,PB100069,19246,1,1,700,BTIPO15FUEL 1M105CVC4
ID10444,23/09/2018,49458,PB100066,16199,4,1,101,BTIPO15FUEL 1M105CVC23
ID10446,14/05/2021,31238,PB100066,17247,4,1,202,BTIPO15FUEL 1M105CVC23
ID10448,27/12/2023,87533,PB100066,17247,1,1,102,BTIPO15FUEL 1M105CVC23
ID1045,11/07/2019,4581,PA100019,16621,4,1,300,ATIPO15FUEL 1A90CVC44
ID10451,25/03/2023,48924,PB100066,17247,1,2,201,BTIPO15FUEL 1M105CVC23
ID10453,03/12/2019,66185,PB100066,17247,1,1,102,BTIPO15FUEL 1M105CVC23
ID10455,05/01/2023,20903,PB100069,18579,4,1,101,BTIPO15FUEL 1M105CVC4
ID10457,01/09/2021,45851,PB100069,18579,1,1,101,BTIPO15FUEL 1M105CVC4
ID10459,27/11/2019,41873,PB100069,18579,3,1,700,BTIPO15FUEL 1M105CVC4
ID10460,11/09/2022,43451,PB100069,18579,4,2,101,BTIPO15FUEL 1M105CVC4
ID10462,29/08/2022,78240,PB100069,18579,3,1,102,BTIPO15FUEL 1M105CVC4
ID10464,21/02/2021,11881,PB100069,19246,4,1,101,BTIPO15FUEL 1M105CVC4
ID10466,02/09/2018,20075,PB100066,17247,1,1,400,BTIPO15FUEL 1M105CVC23
ID10468,29/04/2021,42078,PB100069,18579,1,1,103,BTIPO15FUEL 1M105CVC4
ID1047,08/06/2023,991,PA100019,16621,3,1,100,ATIPO15FUEL 1A90CVC44
ID10471,27/07/2023,68663,PB100069,18579,1,1,201,BTIPO15FUEL 1M105CVC4
ID10473,11/11/2022,98508,PB100069,18579,1,1,500,BTIPO15FUEL 1M105CVC4
ID10475,14/07/2022,33203,PB100069,18579,1,1,700,BTIPO15FUEL 1M105CVC4
ID10477,07/07/2022,2211,PB100069,18579,1,1,103,BTIPO15FUEL 1M105CVC4
ID10479,20/03/2019,16855,PB100069,18579,1,1,500,BTIPO15FUEL 1M105CVC4
ID10480,26/01/2023,57187,PB100069,18579,4,2,300,BTIPO15FUEL 1M105CVC4
ID10482,17/06/2019,91441,PB100069,19246,1,1,101,BTIPO15FUEL 1M105CVC4
ID10484,21/04/2019,66323,PB100069,19246,1,1,100,BTIPO15FUEL 1M105CVC4
ID10486,07/03/2022,95448,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10488,29/04/2021,89476,PB100069,18579,1,1,202,BTIPO15FUEL 1M105CVC4
ID1049,16/12/2018,41601,PA100019,16621,1,1,100,ATIPO15FUEL 1A90CVC44
ID10491,25/04/2018,68237,PB100069,18579,1,1,600,BTIPO15FUEL 1M105CVC4
ID10493,24/11/2023,49555,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10495,25/10/2022,98585,PB100069,18579,1,1,200,BTIPO15FUEL 1M105CVC4
ID10497,27/11/2020,25900,PB100069,18579,1,1,200,BTIPO15FUEL 1M105CVC4
ID10499,05/07/2021,24675,PB100069,18579,1,1,400,BTIPO15FUEL 1M105CVC4
ID1050,25/05/2021,78425,PA100018,17143,3,1,103,ATIPO15FUEL 1A90CVC11
ID10501,26/02/2018,42819,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10503,03/10/2021,5138,PB100069,19246,1,1,201,BTIPO15FUEL 1M105CVC4
ID10505,17/09/2022,19067,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10507,04/02/2020,27568,PB100069,18579,1,1,102,BTIPO15FUEL 1M105CVC4
ID10509,16/06/2019,56756,PB100069,18579,1,1,202,BTIPO15FUEL 1M105CVC4
ID10510,18/01/2021,37387,PB100069,18579,1,1,103,BTIPO15FUEL 1M105CVC4
ID10512,08/10/2018,27819,PB100069,18579,1,1,101,BTIPO15FUEL 1M105CVC4
ID10514,01/11/2023,33734,PB100069,18579,1,2,100,BTIPO15FUEL 1M105CVC4
